24;18254.0;la.wav
25;18899.0;la.wav
26;19346.0;la.wav
27;19604.0;la.wav
28;19682.0;la.wav
29;19569.0;la.wav
30;19251.0;la.wav
31;18714.0;la.wav
32;18001.0;la.wav
118;17856.0;la.wav
119;18608.0;la.wav
120;19220.0;la.wav
121;19644.0;la.wav
122;19877.0;la.wav
123;19943.0;la.wav
124;19876.0;la.wav
125;19701.0;la.wav
126;19437.0;la.wav
127;19087.0;la.wav
128;18662.0;la.wav
129;18177.0;la.wav
130;17647.0;la.wav
216;17679.0;la.wav
217;18456.0;la.wav
218;19108.0;la.wav
219;19582.0;la.wav
220;19823.0;la.wav
221;19793.0;la.wav
222;19519.0;la.wav
223;19069.0;la.wav
224;18511.0;la.wav
225;17907.0;la.wav
316;18337.0;la.wav
317;19121.0;la.wav
318;19691.0;la.wav
319;19991.0;la.wav
320;19992.0;la.wav
321;19727.0;la.wav
322;19270.0;la.wav
323;18704.0;la.wav
324;18074.0;la.wav
415;18246.0;la.wav
416;19138.0;la.wav
417;19753.0;la.wav
418;20030.0;la.wav
419;19968.0;la.wav
420;19638.0;la.wav
421;19136.0;la.wav
422;18522.0;la.wav
423;17831.0;la.wav
514;17693.0;la.wav
515;18650.0;la.wav
516;19355.0;la.wav
517;19737.0;la.wav
518;19762.0;la.wav
519;19471.0;la.wav
520;18944.0;la.wav
521;18269.0;la.wav
613;18194.0;la.wav
614;19194.0;la.wav
615;19929.0;la.wav
616;20282.0;la.wav
617;20231.0;la.wav
618;19852.0;la.wav
619;19250.0;la.wav
620;18516.0;la.wav
621;17710.0;la.wav
711;18161.0;la.wav
712;19314.0;la.wav
713;20211.0;la.wav
714;20752.0;la.wav
715;20893.0;la.wav
716;20670.0;la.wav
717;20182.0;la.wav
718;19527.0;la.wav
719;18787.0;la.wav
720;18015.0;la.wav
810;17656.0;la.wav
811;18866.0;la.wav
812;19877.0;la.wav
813;20586.0;la.wav
814;20900.0;la.wav
815;20805.0;la.wav
816;20407.0;la.wav
817;19842.0;la.wav
818;19204.0;la.wav
819;18537.0;la.wav
820;17847.0;la.wav
909;18408.0;la.wav
910;19675.0;la.wav
911;20752.0;la.wav
912;21565.0;la.wav
913;22049.0;la.wav
914;22181.0;la.wav
915;22009.0;la.wav
916;21625.0;la.wav
917;21122.0;la.wav
918;20552.0;la.wav
919;19905.0;la.wav
920;19171.0;la.wav
921;18352.0;la.wav
1009;18480.0;la.wav
1010;19534.0;la.wav
1011;20389.0;la.wav
1012;20983.0;la.wav
1013;21277.0;la.wav
1014;21267.0;la.wav
1015;20996.0;la.wav
1016;20530.0;la.wav
1017;19919.0;la.wav
1018;19163.0;la.wav
1019;18268.0;la.wav
1108;18301.0;la.wav
1109;19599.0;la.wav
1110;20704.0;la.wav
